Thu Jun 21 09:02:41 CLT 2018 - cadena: 1;356850080899469;2018-06-20 18:45:14;GPSF96;-33.274655;-70.741805;311700166
Thu Jun 21 09:02:43 CLT 2018 - cadena: 1;356850080899469;2018-06-20 18:45:36;GPSF96;-33.278511;-70.73979;311700205
Thu Jun 21 09:02:44 CLT 2018 - cadena: 1;356850080899469;2018-06-20 18:45:44;GPSF96;-33.280178;-70.738968;311700206
Thu Jun 21 09:02:46 CLT 2018 - cadena: 1;356850080899469;2018-06-20 18:46:03;GPSF96;-33.284806;-70.736888;311700207
Thu Jun 21 09:02:47 CLT 2018 - cadena: 1;356850080899469;2018-06-20 18:46:33;GPSF96;-33.292346;-70.733506;311700208
Thu Jun 21 09:02:50 CLT 2018 - cadena: 1;356850080899469;2018-06-20 18:47:03;GPSF96;-33.299968;-70.730091;311700209
Thu Jun 21 09:02:52 CLT 2018 - cadena: 1;356850080899469;2018-06-20 18:47:31;GPSF96;-33.307063;-70.726948;311700210
Thu Jun 21 09:02:54 CLT 2018 - cadena: 1;356850080899469;2018-06-20 18:47:37;GPSF96;-33.30839;-70.726361;311700211
Thu Jun 21 09:02:55 CLT 2018 - cadena: 1;356850080899469;2018-06-20 18:47:46;GPSF96;-33.310096;-70.72567;311700212
Thu Jun 21 09:02:57 CLT 2018 - cadena: 1;356850080899469;2018-06-20 18:47:48;GPSF96;-33.310405;-70.725608;311700213
Thu Jun 21 09:02:59 CLT 2018 - cadena: 1;356850080899469;2018-06-20 18:47:53;GPSF96;-33.310993;-70.725518;311700214
Thu Jun 21 09:03:00 CLT 2018 - cadena: 1;356850080899469;2018-06-20 18:48:00;GPSF96;-33.311588;-70.725283;311700215
Thu Jun 21 09:03:01 CLT 2018 - cadena: 1;356850080899469;2018-06-20 18:48:16;GPSF96;-33.31327;-70.724485;311700216
Thu Jun 21 09:03:02 CLT 2018 - cadena: 1;356850080899469;2018-06-20 18:48:21;GPSF96;-33.313526;-70.724378;311700217
Thu Jun 21 09:03:04 CLT 2018 - cadena: 1;356850080899469;2018-06-20 18:48:26;GPSF96;-33.313658;-70.724595;311700218
Thu Jun 21 09:03:05 CLT 2018 - cadena: 1;356850080899469;2018-06-20 18:48:27;GPSF96;-33.313676;-70.724675;311700219
Thu Jun 21 09:03:06 CLT 2018 - cadena: 1;356850080899469;2018-06-20 18:48:29;GPSF96;-33.313763;-70.724911;311700307
Thu Jun 21 09:03:11 CLT 2018 - cadena: 1;356850080899469;2018-06-20 18:48:44;GPSF96;-33.314755;-70.727155;311700308
Thu Jun 21 09:03:13 CLT 2018 - cadena: 1;356850080899469;2018-06-20 18:48:47;GPSF96;-33.314993;-70.727536;311700309
